name,config_id,barcode,description,primary_image_url,sku_id,brand_name
Contemponari-Poseidon Coat-Green,COCOPOCOGR,8900004354,"A long-sleeved coat featuring a notched lapel collar and two functional button closures. The design has a straight-line silhouette that is cinched at the waist with a detachable fabric belt which can be tied or secured with its buckle closure. It also includes two buttons on the front, offering a tailored, timeless look.

Fabric: Acrylic wool
Wash &amp; Care: Gentle Hand Wash
Model Height: 5'6""
Model is wearing a size “S”",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/COCOPOCOGR/1.jpg,SPL4502637856,Contemponari
Contemponari-Phoenix Blazer-Black,COCOPHBLBL,8900004058,"A long-sleeved blazer featuring a notched lapel collar and a one-button closure at the front. The design has a boxy fit through the body and a straight hem, offering a relaxed yet structured silhouette.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/COCOPHBLBL/1.jpg,SPL1264654240,Contemponari
RWDY ESSENTIAL 2.0 | Apple Green,RWRWES20APGR,8904344215361,"The Details

Crafted with 240 GSM single jersey, this tee keeps it light but loaded. Soft on the skin, tough in the streets. Clean finish, breathable flow, and the RWDY name embroidered across the chestâ€”because we donâ€™t just print, we mark our space.

Versatile and Comfortable: Slim enough to layer, chill enough to wear solo. Whether itâ€™s work, play, or nowhere in particularâ€”youâ€™re always showing up in style. This tee is made to move with you. Every day. Every zone. Always RWDY.

Size &amp; Fit

Oversized, drop shoulders Fits true to size with an oversized look and dropped shoulders; please refer to the size guide prior to making a purchase.

Composition &amp; Care

Caring for your clothes is caring for the environment. Lower temperature washes and delicate spin cycles are gentler on garments and help to protect the colour, shape and structure of the fabric. Furthermore, they reduce the amount of energy used in care processes.

Clothing Care Guide

Machine wash at max. 30 ºC/86 ºF with short spin cycle

Do not use bleach

Iron at a maximum of 110 ºC/230 ºF

Dry clean with tetrachloroethylene

Do not tumble dry",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/RWRWES20APGR/1.jpg,RPL4966569328,RWDY
Sharon Satin Shirt,SIPL1806_WHITE,SIPL1806-WHITE-XL,"The Sharon Satin Shirt offers a stylish addition to your wardrobe. This chic satin shirt features a striking black bamboo print against a crisp white background, creating a sophisticated look. With its relaxed fit, itâ€™s perfect for effortless styling. Pair it with the coordinated black pants adorned with the same print for a complete, polished ensemble.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/SIPL1806_WHITE/1.jpg,SIP9472645536,Style Island
White Tipped Collar Polo T-Shirt,MISHRA-BLK3-R-0085,MISHRA_0007," Introducing the Diverge Black Tip Collar T-shirt, a pinnacle of modern sophistication and casual comfort. This meticulously crafted polo t-shirt is designed for the discerning gentleman who appreciates quality, style, and versatility in his wardrobe. Rendered in a pristine shade of white, this piece serves as a perfect canvas for its subtle yet striking design elements, making it an essential staple for any season. The t-shirt is expertly tailored from premium pure cotton pique fabric, renowned for its breathable, textured weave that not only feels exceptionally soft against the skin but also offers superior durability and moisture-wicking properties. This ensures you stay cool, comfortable, and composed, whether you're navigating a busy workday or enjoying a relaxed weekend brunch. The fabric's inherent structure provides a flattering drape that maintains its shape throughout the day, resisting wrinkles and ensuring a consistently polished appearance. 
What sets this polo apart is its contemporary take on a classic design. The traditional button placket is replaced with a sleek, high-quality zipper, adding a touch of modern, athletic-inspired edge. The zipper, finished in a contrasting black, glides smoothly and allows for adjustable styling. The polo collar is defined by a sharp black tipping along the edge, a detail that is mirrored on the ribbed sleeve cuffs. This contrast tipping creates a clean, graphic look that frames the silhouette and adds a dose of refined character, elevating the t-shirt from a simple basic to a statement piece. Designed with a regular fit, the Diverge polo t-shirt offers a comfortable and flattering silhouette that is neither too tight nor too loose. It provides ample room for movement without compromising on a tailored look. 
The short sleeves are perfect for warmer weather and allow for easy layering under a blazer or a light jacket when the temperature drops. This white polo t-shirt is a testament to understated elegance and versatility. For a quintessential smart-casual ensemble, pair it with tailored chinos or dark-wash denim and complete the look with leather loafers or clean white sneakers. For a more relaxed, off-duty vibe, it works effortlessly with shorts and boat shoes. Its timeless appeal makes it suitable for a wide range of occasions, from casual Fridays at the office and weekend get-togethers to golf outings and holiday travels. Invest in the Diverge Black Tip Collar T-shirt and experience the perfect fusion of timeless style, premium materials, and contemporary design. It's more than just a piece of clothing; it's a versatile building block for a smart, modern wardrobe that exudes confidence and effortless cool. ",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/MISHRA-BLK3-R-0085/1.jpg,MPL5037744148,Mishra's
Alba Schiffli Shirt,SIPL1956_WHITE,SIPL1956-WHITE-XS,"The white top is adorned with a placement schiffli pattern to give a classic yet sophisticated look. You can pair it down with our Alba Schiffli Pants to get the complete look. Perfect for any occasion, this top will keep you looking sharp and feeling comfortable all day long.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/SIPL1956_WHITE/1.jpg,SIP1060630058,Style Island
X Lows PUMPKIN - 2,x-lows-pumpkin,726684035380,"Comet X Lows PUMPKIN takes inspiration from Halloween traditions, pumpkin-spiced treats and festive nights, translating seasonal energy into a bold yet wearable sneaker. The design balances striking colour contrasts with refined detailing, offering a playful statement for everyday outfits. Crafted for long-lasting comfort, the sneaker includes an ever-soft grip, a roomy toe box and SpaceWalk™, Comet’s signature three-layer sole system. A durable insole sits atop ultra-cushioned foam and is finished with a lightweight rubber outsole, while textured grooves enhance traction and abrasion resistance across varied surfaces. The upper incorporates nubuck-style materials that require gentle care. Avoid using harsh brushes or abrasive tools when cleaning to maintain the texture and appearance over time.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/x-lows-pumpkin/1.jpg,GMP9196920584,COMET
Beige Knot-It Corset Top,CABEKNITCOTO,8904468806889,"If a Pilates Princess had a favourite top, it would be the Knot-It Corset Top.

Channel 16th-century vibes with a modern twist in our Knot-It Corset Top. Imagine a corset that's buttery soft, unrestricted, and sweat-wickingâexactly what a 16th-century princess would dream of. Perfect for workouts or night outs, this top makes you feel fabulous and supported every time.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/CABEKNITCOTO/1.jpg,CAP6395113883,Cava
BROOKLYN'S FINEST PAINTED JACKET,JAC-BROKLYNFNST,JAC-BROKLYNFNST_XL,"Upgrade your wardrobe with this versatile and stylish jacket, designed for a modern and effortless look. Crafted with attention to comfort and durability, this jacket is perfect for layering across seasons. Its structured silhouette and comfortable fit make it suitable for casual outings, travel, or everyday wear. Pair it with jeans, skirts, or dresses to create a chic and confident style statement.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/JAC-BROKLYNFNST/1.jpg,V3842956257,VALKYRE
Stephanie Printed Dress,SIPL19006_BEIGE,SIPL19006-BEIGE-XS,"The Stephanie Printed Dress features a stunning print in a midi-length shirt style, designed with waist cinching for a defined fit. Complete with functional pockets, itâ€™s perfect for brunches, work, and effortless day-to-night styling.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/SIPL19006_BEIGE/1.jpg,SIP1942171112,Style Island
NO CHURCH IN THE WILD VALKYRE BLACK TSHIRT,VTSH-NOCHURCHINTHWILD,VTSH-NOCHURCHINTHWILD_S,"Upgrade your wardrobe with this versatile and stylish jacket, designed for a modern and effortless look. Crafted with attention to comfort and durability, this jacket is perfect for layering across seasons. Its structured silhouette and comfortable fit make it suitable for casual outings, travel, or everyday wear. Pair it with jeans, skirts, or dresses to create a chic and confident style statement.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/VTSH-NOCHURCHINTHWILD/1.jpg,V6586839025,VALKYRE
Tushita Mehta in Sara Applique Maxi,SIPL1900_GREEN,SIPL1900-GREEN-S,"Introducing the Sara Applique Maxi, a stunning green dress crafted from breathable cotton poplin. This maxi dress features a relaxed silhouette and intricate appliquÃ© work, making it perfect for casual outings or special occasions.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/SIPL1900_GREEN/1.jpg,SIP7995822100,Style Island
Black MeshFit Sports Bra,CABLMESPBR,8904468805325,"Breathe through it

No seams to chafe youâjust breathable mesh where sweat hits hardest. The MeshFit Sports Bra keeps you feeling fresh and breezy whether you're training hard or leading your Pilates squad to your favorite brunch place. With removable pads, fast-drying fabric, and a longer underbust band, itâs all about focusing on slaying that routine, not adjusting your bra!",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/CABLMESPBR/1.jpg,CAP5567590192,Cava
Swing Tank,BW_FEI_SS24TA07OC_BLUE_01,SS24TA07OC-S,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}

 Swing Tank

 A lightweight, seamless tank with a relaxed silhouette for movement, comfort, and everyday wear

Seamless Knit Construction

 Engineered seamless design minimizes irritation while enhancing flexibility and comfort.

Anti-Chafe Comfort

 Minimal seams reduce friction, making it suitable for extended wear and active movement.

Breathable &amp; Sweat-Wicking

 Lightweight, moisture-managing fabric helps keep you cool, dry, and fresh.

Product Description

 The Swing Tank is designed as an effortless everyday layer that moves seamlessly from workouts to casual wear. Featuring a loose, boxy silhouette with a subtle A-line shape, it offers relaxed comfort without compromising on structure.

 Crafted using advanced seamless knitting technology, this tank delivers 360° stretch and a barely-there feel. The tonal knit design adds visual depth while keeping the look clean and versatile.

 Designed to be worn over a sports bra or styled casually with denim, the Swing Tank adapts effortlessly to your day—whether you’re training, traveling, or taking it slow.

Key Benefits

Seamless design for enhanced comfort and mobility

Lightweight, breathable feel suitable for all-day wear

Sweat-wicking and anti-stink fabric technology

Soft, smooth texture with minimal skin friction

Versatile styling for active and casual settings

Suggested Use

 Ideal for yoga, gym sessions, walks, travel, beach days, or everyday casual wear. Style over a sports bra or pair with jeans or shorts for an easy, relaxed look.

Product Specifications

Fabric Composition
100% Nylon

Fabric Technology
Seamless Stretch, Breathable, Sweat-Wicking, Anti-Stink

Neckline
Scoop Neck

Back Style
Racerback

Fit
Boxy, Slight A-Line Fit

Wash Care

Wash cold with like colours

Use mild detergent

Air-dry for longevity

Do not bleach, dry clean, tumble dry, or iron",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_FEI_SS24TA07OC_BLUE_01/1.jpg,MF(1323105331,FEIER
Swing Tank,BW_FEI_SS24TA07ON_BLACK_01,SS24TA07ON-L,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}

 Swing Tank

 A lightweight, seamless tank with a relaxed silhouette for movement, comfort, and everyday wear

Seamless Knit Construction

 Engineered seamless design minimizes irritation while enhancing flexibility and comfort.

Anti-Chafe Comfort

 Minimal seams reduce friction, making it suitable for extended wear and active movement.

Breathable &amp; Sweat-Wicking

 Lightweight, moisture-managing fabric helps keep you cool, dry, and fresh.

Product Description

 The Swing Tank is designed as an effortless everyday layer that moves seamlessly from workouts to casual wear. Featuring a loose, boxy silhouette with a subtle A-line shape, it offers relaxed comfort without compromising on structure.

 Crafted using advanced seamless knitting technology, this tank delivers 360° stretch and a barely-there feel. The tonal knit design adds visual depth while keeping the look clean and versatile.

 Designed to be worn over a sports bra or styled casually with denim, the Swing Tank adapts effortlessly to your day—whether you’re training, traveling, or taking it slow.

Key Benefits

Seamless design for enhanced comfort and mobility

Lightweight, breathable feel suitable for all-day wear

Sweat-wicking and anti-stink fabric technology

Soft, smooth texture with minimal skin friction

Versatile styling for active and casual settings

Suggested Use

 Ideal for yoga, gym sessions, walks, travel, beach days, or everyday casual wear. Style over a sports bra or pair with jeans or shorts for an easy, relaxed look.

Product Specifications

Fabric Composition
100% Nylon

Fabric Technology
Seamless Stretch, Breathable, Sweat-Wicking, Anti-Stink

Neckline
Scoop Neck

Back Style
Racerback

Fit
Boxy, Slight A-Line Fit

Wash Care

Wash cold with like colours

Use mild detergent

Air-dry for longevity

Do not bleach, dry clean, tumble dry, or iron",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_FEI_SS24TA07ON_BLACK_01/1.jpg,MF(3304160392,FEIER
Dr.Su GLOW X GROW 90 gm Pink,DRSGXG90,8908018997065,Dr.Su GLOW X GROW is a hair serum designed to promote hair growth and improve hair health.,https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/DRSGXG90/1.jpg,MCP4314146540,Dr. Su
Amber Lace Dress,SIPL1752_WHITE,SIPL1752-WHITE-S,"Introducing the Amber Lace Dress, an exquisite piece designed in a flattering fit-and-flare style. This dress features a belt at the waist for a flattering silhouette and elegant 3/4 bishop sleeves. The button-style detailing adds a stunning touch, making it perfect for formal occasions.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/SIPL1752_WHITE/1.jpg,SIP3685939479,Style Island
Swans Blue,THSWBL,8904469117793,"Sizing Details 

EU
UK 
FOOT-LENGTH

35
2

22.2 cm/8.7 inch

36
3
22.9 cm/9 inch

37
4
23.6 cm/9.29 inch

38
5
24.3 cm/9.56 inch

39
6
25 cm/9.84 inch

40
7
25.7 cm/10.11 inch

41
8
26.4 cm/10.39 inch

42
9
27.1 cm/10.66 inch

Please order your usual size as this shoe runs true to size.

Product Details 

Sole- TPR

Upper- PU

Country of Origin- India

Dimension of the product: 24cm x 7cm x 9cm",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/THSWBL/1.jpg,TAP6843034147,Theater
SALVADOR DALI I AM DRUGS PAINTED JACKET,JAC-SALVDALI-IMDRG,JAC-SALVDALI-IMDRG_XXXL,"Upgrade your wardrobe with this versatile and stylish jacket, designed for a modern and effortless look. Crafted with attention to comfort and durability, this jacket is perfect for layering across seasons. Its structured silhouette and comfortable fit make it suitable for casual outings, travel, or everyday wear. Pair it with jeans, skirts, or dresses to create a chic and confident style statement.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/JAC-SALVDALI-IMDRG/1.jpg,V7929808499,VALKYRE
Alter TITAN,alter-titan,726684037278,"Comet Alter TITAN draws inspiration from the strength and grounded presence of its mythological namesake. The olive green palette reflects a connection to natural tones, while the robust silhouette creates a composed, confident profile suitable for everyday wear.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/alter-titan/1.jpg,GMP2005764730,COMET
PurplFrog - CELESTIAL SIP,PF50011__Red,PF500116,"Our new t-shirt design 'I Think My Guardian Angel Drinks' is a playful touch to all those who think mishaps in life happen a little too often with them. Imagine an indulgent guardian angel sitting up there, with a halo around his head, a glass of champagne in his hand and tons of mischief in his eyes. He's not at all an epitome of perfection, but rather someone who is funny, endearing and imperfect. This t-shirt celebrates all of us, who can still laugh through life's mishaps, knowing that our guardian angel is having a bit too much fun up there. Life's a journey with a lot of laughs and a lot more stories of goof ups to share!

DETAILS &amp; SPECS

Fabric: 100% COTTON FRENCH TERRY
Weight: 260GSM
Print Technology: PUFF PRINT
Base Color: Red

*Note: Color of the actual product may vary from the image 

WASH CARE",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/PF50011__Red/1.png,PAP4203634062,PurplFrog
Belif The True Cream – Aqua Bomb,BLFTCAB_25,8801051475234,Belif The True Cream – Aqua Bomb is an ultra-lightweight gel-cream moisturizer designed to instantly cool and refresh the skin while delivering a surge of hydration.,https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BLFTCAB_25/1.jpg,HBP2712872017,Belif
PurplFrog - AUTHENTICITY OVER APPROVAL HOODIE,PF50017__Brown,PF500171,"This hoodie boldly embraces unapologetic self-expression, rejecting the notion of people-pleasing. It declares that authenticity is more important than seeking approval, celebrating the idea that if your presence offends someone, it reveals their limitations, not your worth. This design serves as a powerful reminder to shine brightly and embrace your true self, even if it ruffles feathers. After all, life is too short to dim your light for others; growth begins at the edge of discomfort, and this hoodie is here to champion that journey.

DETAILS &amp; SPECS

Fabric: 100% COTTON
Weight: 400GSM
Print Technology: PUFF PRINT
Base Color: Dark Brown

*Note: Color of the actual product may vary from the image 

WASH CARE",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/PF50017__Brown/1.jpg,PAP3002724493,PurplFrog
WASHED SHORTS V2,J-WASHSHORTV2,J-WASHSHORTV2_L,"Stay comfortable and stylish with these versatile shorts, perfect for everyday casual wear. Crafted from soft and breathable fabric, they provide all-day comfort and ease of movement. Designed with a relaxed fit, these shorts are ideal for warm weather and active days. The practical design includes a secure waistband and functional pockets for added convenience. Easy to pair with t-shirts, polos, or casual shirts, these shorts are a must-have addition to your wardrobe for outings, travel, or lounging.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/J-WASHSHORTV2/1.jpg,V1189162952,VALKYRE
Basics By PurplFrog - Breeze,Breeze__Breeze,PF500513,"DETAILS &amp; SPECS

Fabric: 100% COTTON FRENCH TERRY
Weight: 240GSM
Print Technology: PUFF PRINT
Base Color: Sky Blue

*Note: Color of the actual product may vary from the image 

WASH CARE",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/Breeze__Breeze/1.jpg,PAP3772909399,PurplFrog
NIGHT CLUB TEE,NIGHT CLUB_Black,D0002AF/S,"Drenched in bold rebellion, the FLYAF “Night Club” tee is a statement piece designed for those who own the spotlight. This oversized black tee features a striking pink-toned graphic of a femme figure styled in edgy leather-inspired detailing — raw, provocative, and unapologetically bold.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/NIGHT CLUB_Black_S/1.png,PA8844305827,FLYAF
Capri Club Shirt,PRCACLSH,8904432420127,Say ciao to effortless cool with The Capri Club Shirt - a green bowling shirt embroidered with lemons and “Limoncello” across the back. A refreshing ode to Italian summers and spontaneous days in the sun.,https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/PRCACLSH/1.jpg,PGP9072749222,PrimalGray
Fling,THFL,8904469110701,"Sizing Details 

EU
UK 
FOOT-LENGTH

35
2

22.2cm/8.7 inch

36
3

22.9 cm/9 inch

37
4

23.6 cm/9.29 inch

38
5

24.3 cm/9.56 inch

39
6

25 cm/9.84 inch

40
7
25.7 cm/10.11 inch

41
8
26.4 cm/10.39 inch

42
9
27.1 cm/10.66 inch

Please order your usual size as this shoe runs true to size.

Product Details 

Sole- Tunit Rubber

Upper- Vegan Patent leather

Country of Origin- India

Dimension of the product: 24cm x 7cm x 9cm",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/THFL/1.jpg,TAP3807789422,Theater
The Sundowner Shirt,PRTHSUSH,8904432419978,"Dive into laid-back luxury with The Sundowner Shirt a blue full-sleeve shirt embroidered with playful swimmers all over. Crafted from a sustainable Hemploop-Lyocell blend, it’s breathable, anti-UV, odour-resistant, and as soft as an ocean breeze.

Perfect for long days under the sun or relaxed evenings by the coast, this shirt celebrates easy movement and effortless charm a quiet nod to summer nostalgia, bottled in fabric form.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/PRTHSUSH/1.jpg,PGP5241943281,PrimalGray
Catelyn Bodycon Dress,SIPL1855_BLACK,SIPL1855-BLACK-XS,"The Marilyn Embroidered Jacket is a stunning denim piece with a flattering fit, adorned with delicate floral embroidery all over. This romantic and chic jacket is perfect for layering on cold days, effortlessly elevating any outfit with its charming design.

The Catelyn Bodycon Dress is an off-shoulder short dress crafted from exquisite burnt-out velvet on mesh in black. Its beautifully draped design is very flattering, which makes it a standout choice for formal events, date nights, and parties. This showstopper is sure to turn heads wherever you go.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/SIPL1855_BLACK/1.jpg,SIP2702937529,Style Island
Callie Printed Dress,SIPL1924_BEIGE,SIPL1924-BEIGE-XS,"The Callie Printed Dress features a stunning print and a flattering silhouette, enhanced by waist ruching for a beautifully defined fit. With its above-knee length, itâ€™s ideal for vacations, day lunches, and breezy outings.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/SIPL1924_BEIGE/1.jpg,SIP5615891412,Style Island
Elle Cargo Pants,SIPL19025_BROWN,SIPL19025-BROWN-XL,"The Elle Cargo Pants come in a warm brown hue, designed in a relaxed straight-fit silhouette for ultimate comfort. Featuring topstitch detailing and classic cargo-style pockets, these pants blend utility with everyday ease. Pair them with the matching Elle Cropped Shirt for a coordinated set or style them with casual tees and shirts for versatile, off-duty dressing.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/SIPL19025_BROWN/1.jpg,SIP3670333723,Style Island
KILLERS' VALKYRE JACKET,VJAC-KILLER,VJAC-KILLER_L,"Upgrade your wardrobe with this versatile and stylish jacket, designed for a modern and effortless look. Crafted with attention to comfort and durability, this jacket is perfect for layering across seasons. Its structured silhouette and comfortable fit make it suitable for casual outings, travel, or everyday wear. Pair it with jeans, skirts, or dresses to create a chic and confident style statement.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/VJAC-KILLER/1.jpg,V9547425946,VALKYRE
Suzanne Wool Jacket,SIPL1803_BLACK,SIPL1803-BLACK-XS,"Stay warm and chic this winter with the Suzanne Wool Jacket. This jacket features luxurious leather trims and eye-catching gold buttons that elevate its classic design. Perfect for layering over your favorite outfits, it offers both style and comfort for the colder months.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/SIPL1803_BLACK/1.jpg,SIP7897115079,Style Island
Alter SONIC,alter-sonic,754523810270,"Comet Alter SONIC is designed for those who value control, direction, and refined movement. The silhouette reflects a focused approach to everyday footwear, balancing technical materials with a streamlined profile that suits both casual routines and social settings.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/alter-sonic/1.jpg,GMP6037991389,COMET
Alba Schiffli Pants,SIPL1957_WHITE,SIPL1957-WHITE-XS,"Alba Schiffli Pants are here to make you fall in love with your OOTD this season. With straight fit and laces on the side, it can be worn for both formal and informal get togethers. This can be worn with Alba Schiffli Top and flats to look your best every time you wear this.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/SIPL1957_WHITE/1.jpg,SIP3139568315,Style Island
Beige Supima V Neck T-shirt - Regular Fit,CABESUVNETSHREFI,8904468834110,"The Supima V-Neck T-Shirt is here to redefine elegance. The premium Supima cotton offers a luxuriously soft touch with a breathable design thatâs perfect for workdays as well as relaxed weekends.

Its flattering V-neckline speaks about the poise, while the lightweight yet durable fabric ensures it maintains its impeccable quality, wear after wear.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/CABESUVNETSHREFI/1.jpg,CAP1891606754,Cava
Blush Pink Swirl Tennis Skorts,CABLPISWTESK,8904468849770,"Did you meet your new best friend?

The Swirl Tennis Skort is all set to be your new best friend who will give your style the oomph factor it needs. This stretchy, durable, moisture-wicking smooth fabric is something you need to touch to experience. A design that combines the practicality of shorts with the chicness of a skirt. You will forget the meaning of sweat with moisture-wicking fabric keeping you cool throughout your game. The Swirl Tennis Skorts are all about performance and style!",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/CABLPISWTESK/1.jpg,CAP9412056623,Cava
"in heart, we trust!",TSHIRT/INHEART__White,PBWSOR0000167,"DETAILS.

Composition

250 gsm, 100% organic cotton

Fit

korean oversized

FEATURES

soft heavyweight fabric

knit: looper (french terry)

collar: derby

bio-silicon washed for water repellency

colour fastened for better durability

PRINT

digital print on the front

propreitory 3d print at the back

CARE INSTRUCTIONS.

WASH CARE

machine cold wash.

wash separately.

wash with similar colours.

dry inside out flat in shade.

laundry care.

iron in low heat.

do not iron on the print.

SIZE CHART (INCHES)

SIZE
CHEST
LENGTH
SLEEVES
SHOULDER

XS
42
25
8
21

S
44
26
8.5
22

M
46
27
9
23

L
48
28
9.5
24

XL
50
29
10
25

XXL
52
30
10.5
26",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/soinwh/1.jpg,TLC2791126929,sorta
INK AND PETALS VALKYRE JACKET,VJAC-INKANDPETALS,VJAC-INKANDPETALS_S,"Upgrade your wardrobe with this versatile and stylish jacket, designed for a modern and effortless look. Crafted with attention to comfort and durability, this jacket is perfect for layering across seasons. Its structured silhouette and comfortable fit make it suitable for casual outings, travel, or everyday wear. Pair it with jeans, skirts, or dresses to create a chic and confident style statement.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/VJAC-INKANDPETALS/1.jpg,V1564636392,VALKYRE
POISON BUT TASTY TEE,POISON BUT TASTY_Black,CO002AF/XXL,"Not everything deadly comes with a warning. Featuring a hand-drawn serpent wrapped in floral elegance, this piece thrives on contradiction — danger and desire, beauty and bite intertwined in one striking visual. Gothic typography seals the message: you’ve been warned, but it’s already too late. A bold statement for those who embrace the edge between allure and chaos.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/POISON BUT TASTY_Black_XXL/1.png,PA7870210211,FLYAF
Rwdy panel_Desert Sand Tee,RWRWPADESATE,8904344215842,"The Details

Crafted from premium double jersey fabric at 250 GSM, this tee delivers a luxurious feel thatâ€™s soft, breathable, and incredibly comfortableâ€”like wearing a cloud.

Design Details:

Cut-and-sew patchwork: An elevated design for a refined, standout look.

RWDY Crown Logo: Meticulously embroidered for a signature touch of bold style.

Proudly Made in India: Each tee is crafted with care and precision in India, reflecting our commitment to superior quality and craftsmanship. Versatile, stylish, and supremely comfortableâ€”this is the go-to piece for every occasion.

At RWDY, we believe luxury should be accessible to everyone. Thatâ€™s why we work tirelessly to deliver premium products at prices that let you experience everyday sophistication without compromise.

Versatile, stylish, and supremely comfortableâ€”this is the go-to piece for every occasion.

Size &amp; Fit

Oversized, drop shoulders Fits true to size with an oversized look and dropped shoulders; please refer to the size guide prior to making a purchase.

Composition &amp; Care

Caring for your clothes is caring for the environment. Lower temperature washes and delicate spin cycles are gentler on garments and help to protect the colour, shape and structure of the fabric. Furthermore, they reduce the amount of energy used in care processes.

Clothing Care Guide

Machine wash at max. 30 ºC/86 ºF with short spin cycle

Do not use bleach

Iron at a maximum of 110 ºC/230 ºF

Dry clean with tetrachloroethylene

Do not tumble dry",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/RWRWPADESATE/1.jpg,RPL1188472122,RWDY
